id_empresa,ciudad,sector,antiguedad_empresa,distancia_centro,productividad,numero_trabajadores,salario_promedio,rotacion_personal,crecimiento_nomina,numero_servicios,indice_formalizacion,indice_digitalizacion,indice_competencia,satisfaccion_servicio,aporte_mensual
4888,Medellín,Comercio,4.0,41.72,76.1,4,4.26,25.3,-5.6,1,70.7,79.6,81.4,5.4,8395086.0
4889,Barranquilla,Comercio,5.2,6.48,55.8,10,3.77,28.4,10.5,0,57.1,61.1,77.0,5.8,7360043.0
4890,Bogotá,Profesionales,9.1,45.07,50.5,16,5.14,3.1,15.8,0,63.1,68.1,24.6,5.8,9785358.0
4891,Medellín,Comercio,13.7,53.57,54.8,7,3.78,17.6,5.7,1,71.0,76.2,66.6,5.9,8243036.0
4892,Pereira,Salud,27.3,40.81,70.9,10,5.21,10.2,2.2,0,78.5,59.7,34.1,7.4,9978574.0
4893,Otras,Salud,3.3,78.18,60.6,11,3.26,21.4,17.2,2,63.0,63.1,88.1,6.4,8485184.0
4894,Bogotá,Profesionales,3.6,51.78,57.1,12,4.25,15.3,-1.8,2,59.1,53.3,88.4,7.8,7892541.0
4895,Cali,Comercio,7.2,12.57,65.5,6,4.1,26.8,-1.7,0,66.8,64.6,99.6,6.3,7174418.0
4896,Bogotá,Manufactura,6.9,47.08,70.7,10,4.44,25.7,3.8,1,65.2,72.8,62.0,6.4,13769889.0
4897,Cali,Energía,4.5,52.47,67.1,87,5.03,15.3,7.0,2,64.6,66.5,61.9,7.5,24875307.0
4898,Bucaramanga,Comercio,9.6,60.36,54.0,2,4.26,35.8,5.4,0,66.5,55.4,13.3,5.6,7292639.0
4899,Medellín,Manufactura,8.0,38.24,63.1,33,4.01,17.4,4.6,2,66.8,59.7,84.9,6.9,12592810.0
4900,Cali,Hoteles,10.8,0.93,59.8,6,3.65,27.0,4.8,0,62.6,62.4,60.0,5.6,7264937.0
4901,Bucaramanga,Financiero,16.2,25.14,78.9,14,4.65,6.7,5.2,1,72.6,73.1,74.3,6.4,11519451.0
4902,Bogotá,Manufactura,8.4,27.72,70.1,39,4.56,20.5,2.7,0,70.4,68.4,84.3,4.9,13973574.0
4903,Cali,Transporte,9.8,21.55,61.3,13,3.74,11.6,5.5,1,71.1,57.2,94.2,5.6,9014194.0
4904,Otras,Profesionales,7.2,46.37,71.6,17,4.15,14.0,0.4,1,64.2,60.5,79.6,6.1,9392466.0
4905,Bogotá,Profesionales,6.4,1.62,75.4,19,4.98,10.0,1.4,2,71.9,72.7,28.3,6.8,12739098.0
4906,Bogotá,Información,30.2,38.18,79.8,5,4.71,8.9,3.8,0,77.1,81.3,40.5,6.9,10126527.0
4907,Cali,Comercio,18.1,4.46,56.8,24,3.1,19.5,13.8,4,60.0,63.0,21.4,7.0,10790889.0
4908,Cartagena,Construcción,12.5,3.94,38.5,21,3.92,20.5,9.1,1,63.3,56.5,86.0,6.9,8190380.0
4909,Bogotá,Agricultura,3.5,66.8,70.0,4,4.17,24.7,4.5,1,73.0,62.1,68.4,6.6,8164876.0
4910,Medellín,Transporte,24.3,66.65,57.8,13,3.5,22.7,10.9,0,66.2,67.2,67.2,6.9,8760208.0
4911,Medellín,Comercio,14.5,9.23,38.0,15,3.14,23.4,-6.0,1,52.1,66.0,28.4,6.2,5563177.0
4912,Medellín,Construcción,9.3,58.97,52.5,13,3.87,27.7,4.9,3,69.6,66.1,39.2,6.5,8634737.0
4913,Bogotá,Comercio,9.0,48.14,64.3,2,4.2,27.9,8.6,1,71.5,67.0,66.0,6.3,8025537.0
4914,Bogotá,Manufactura,15.3,23.16,69.7,23,4.71,21.2,11.9,0,69.4,65.3,68.8,5.0,12274957.0
4915,Bogotá,Comercio,8.4,8.68,76.6,2,3.59,19.9,8.1,0,72.7,73.6,91.4,5.2,8514830.0
4916,Cali,Manufactura,16.6,58.69,59.5,44,4.56,14.6,5.9,3,72.1,59.4,0.8,7.3,15881560.0
4917,Otras,Comercio,4.3,61.38,45.4,3,2.77,31.4,3.8,2,48.1,46.6,30.8,6.8,4723754.0
4918,Bogotá,Energía,14.7,23.38,77.2,61,5.4,2.9,2.7,4,77.5,79.7,92.3,7.1,22922255.0
4919,Cali,Manufactura,5.5,59.92,80.9,15,3.77,25.2,-9.0,3,65.9,72.9,89.0,6.6,10402589.0
4920,Bogotá,Profesionales,9.8,3.51,56.7,23,5.08,18.7,20.1,1,70.1,66.6,47.7,7.0,12059986.0
4921,Pereira,Construcción,15.1,61.71,46.5,18,3.64,19.0,9.9,3,61.5,45.1,80.5,7.5,8589066.0
4922,Bogotá,Profesionales,12.7,78.32,68.7,12,5.04,9.8,-9.3,2,70.3,77.3,7.9,7.7,10374561.0
4923,Manizales,Energía,23.4,18.19,60.2,22,4.75,12.9,9.7,2,76.7,62.2,76.3,6.9,12136802.0
4924,Cartagena,Comercio,10.0,74.23,64.3,7,3.59,18.8,0.8,1,65.3,57.4,93.8,6.5,7596014.0
4925,Medellín,Financiero,31.7,69.78,71.5,22,4.8,4.7,5.1,1,76.1,80.9,74.3,6.1,13504326.0
4926,Bogotá,Construcción,27.0,46.11,61.5,122,4.11,24.2,17.4,1,82.7,78.9,50.6,6.4,29561967.0
4927,Cartagena,Comercio,4.4,11.63,63.5,14,3.14,27.6,6.7,0,65.1,58.3,33.4,6.1,7961918.0
4928,Bucaramanga,Comercio,50.7,69.19,52.9,25,3.15,19.4,14.1,0,77.2,61.4,17.3,6.3,11066026.0
4929,Barranquilla,Comercio,8.6,4.58,41.6,4,2.0,24.3,8.6,2,62.5,53.5,55.8,6.8,5695707.0
4930,Manizales,Manufactura,14.7,35.38,48.0,7,3.41,28.4,7.6,2,61.0,64.9,66.6,6.9,7274382.0
4931,Bucaramanga,Transporte,14.4,5.77,55.1,7,3.56,28.4,-5.2,1,69.7,61.9,15.0,6.0,6813739.0
4932,Manizales,Agricultura,7.1,15.03,40.5,13,2.98,21.0,7.6,1,56.1,54.1,67.6,7.2,6207788.0
4933,Pereira,Comercio,60.0,40.02,47.8,5,2.81,27.0,16.6,3,76.4,55.3,16.5,5.6,9930059.0
4934,Bogotá,Comercio,5.8,36.51,61.0,29,3.8,20.6,7.7,2,62.9,72.4,53.0,7.5,11652350.0
4935,Bogotá,Construcción,17.0,28.37,81.2,26,5.36,25.3,16.5,0,66.7,68.1,37.8,6.3,22200338.0
4936,Bogotá,Comercio,4.2,52.98,47.5,10,3.89,29.8,3.5,1,64.1,63.2,12.2,7.4,7185303.0
4937,Bogotá,Construcción,21.2,55.44,43.9,33,3.4,23.0,7.0,2,71.1,69.2,87.1,7.3,11295145.0
4938,Cartagena,Construcción,6.9,75.02,58.1,18,4.82,30.9,10.7,0,60.4,63.0,28.1,7.0,9362191.0
4939,Bogotá,Comercio,4.0,68.2,45.8,11,4.26,27.5,16.1,1,53.9,72.8,53.3,5.8,7044134.0
4940,Bucaramanga,Información,2.0,11.25,54.1,22,4.3,10.5,8.4,1,60.6,64.6,20.7,5.3,10457854.0
4941,Bogotá,Financiero,39.1,57.77,71.0,13,6.0,2.4,10.3,1,87.2,65.6,79.9,6.9,19365823.0
4942,Cali,Comercio,4.1,22.02,60.8,3,3.2,19.8,5.2,1,67.4,74.1,34.3,5.5,7420221.0
4943,Medellín,Profesionales,9.5,67.15,66.7,25,4.7,16.4,0.0,1,60.5,66.7,61.6,6.5,11395154.0
4944,Pereira,Información,12.5,9.81,55.5,12,3.66,15.1,13.6,1,62.8,56.1,59.8,6.8,8512304.0
4945,Bogotá,Energía,22.2,46.64,76.5,14,5.01,7.3,-3.7,0,71.1,85.0,67.7,5.8,10760750.0
4946,Cali,Comercio,8.0,36.06,62.3,17,3.28,34.0,3.9,1,60.3,67.5,27.0,6.7,8525067.0
4947,Medellín,Comercio,7.0,44.83,63.5,8,2.93,21.8,-3.4,2,71.1,63.6,8.2,7.8,8763005.0
4948,Bogotá,Financiero,60.0,13.52,73.0,2,5.13,0.0,2.6,1,77.4,75.1,41.1,5.5,11699138.0
4949,Medellín,Transporte,10.3,43.32,71.8,7,4.35,20.6,6.5,2,68.7,75.0,29.3,6.9,9880431.0
4950,Bogotá,Transporte,8.7,56.84,47.3,7,4.56,32.5,0.4,0,68.0,66.4,93.0,5.5,6261713.0
4951,Cali,Comercio,8.9,61.42,56.9,18,3.45,14.3,4.7,1,72.5,60.8,55.7,6.6,9751325.0
4952,Medellín,Comercio,4.6,56.94,49.9,3,4.24,26.1,2.5,2,58.0,60.7,70.6,7.2,6163836.0
4953,Bogotá,Profesionales,23.0,30.88,49.1,6,5.26,9.1,19.2,0,71.0,66.6,59.8,6.7,8844117.0
4954,Bogotá,Comercio,5.4,6.72,65.3,23,4.6,26.9,0.2,0,78.1,73.4,82.3,6.1,10792552.0
4955,Medellín,Transporte,7.1,22.3,60.4,5,3.69,12.0,8.2,1,76.0,63.1,86.8,6.6,8003896.0
4956,Medellín,Profesionales,20.5,68.6,69.7,53,4.54,5.6,-2.8,0,74.0,65.5,56.4,6.5,16758797.0
4957,Cali,Comercio,5.1,1.6,59.2,18,3.19,27.4,13.4,1,65.9,69.7,77.5,7.1,9145855.0
4958,Medellín,Comercio,4.8,55.19,77.8,32,3.66,26.0,-1.0,2,65.4,78.9,50.0,7.2,12759575.0
4959,Bogotá,Comercio,4.6,74.25,63.7,25,3.31,21.0,1.7,3,75.4,66.0,46.9,8.1,11663514.0
4960,Cali,Manufactura,29.1,23.57,61.1,18,4.43,8.7,9.6,0,76.8,63.6,34.5,6.5,10770551.0
4961,Bogotá,Información,4.5,61.23,74.3,18,5.67,13.9,6.3,3,65.6,82.1,42.5,7.4,12555389.0
4962,Otras,Comercio,1.8,1.03,27.1,6,3.15,32.4,15.6,0,45.8,36.4,85.7,5.9,3670104.0
4963,Barranquilla,Información,3.7,70.25,62.5,5,4.94,20.8,12.1,0,66.9,50.1,80.8,6.8,7623600.0
4964,Bogotá,Información,6.8,47.55,85.5,17,5.96,8.8,-0.7,1,73.3,73.2,65.1,6.5,12848765.0
4965,Manizales,Construcción,3.5,30.08,62.2,3,4.39,24.8,3.7,1,69.2,68.1,53.7,6.0,7527596.0
4966,Bogotá,Información,9.1,36.55,74.0,51,5.97,19.7,9.1,2,70.1,80.0,61.7,7.3,21240359.0
4967,Bogotá,Comercio,15.3,74.7,59.2,7,4.29,22.2,5.9,1,61.3,60.0,87.5,5.7,7832058.0
4968,Otras,Hoteles,13.2,4.95,33.2,8,1.72,29.0,1.3,0,49.6,53.4,70.3,6.4,3974032.0
4969,Cali,Información,5.4,72.95,74.0,10,4.88,16.7,7.7,1,71.2,75.5,89.6,6.2,10171570.0
4970,Bogotá,Comercio,13.3,26.16,54.8,9,4.04,29.7,3.7,1,56.8,64.0,49.0,6.1,7232244.0
4971,Pereira,Construcción,16.5,44.7,53.4,22,3.53,22.3,0.9,0,67.1,60.0,3.4,6.3,8873179.0
4972,Barranquilla,Transporte,3.6,14.48,57.7,8,3.36,23.2,5.6,0,64.8,68.3,29.3,5.2,6930203.0
4973,Bogotá,Manufactura,13.2,53.42,77.7,29,4.82,11.0,4.9,2,60.3,82.4,50.5,7.3,13890675.0
4974,Medellín,Profesionales,9.0,22.24,67.7,19,5.49,11.1,2.7,1,64.1,75.2,35.3,7.2,11422135.0
4975,Medellín,Comercio,16.8,37.88,53.6,23,4.33,31.6,2.0,1,55.6,64.3,35.2,6.0,9332146.0
4976,Bogotá,Transporte,12.0,33.42,49.6,3,4.26,28.8,1.6,0,64.2,61.6,35.5,5.9,5301147.0
4977,Bogotá,Profesionales,13.1,13.98,75.2,11,5.16,11.4,-2.4,2,73.7,77.2,60.9,6.7,10929485.0
4978,Bogotá,Hoteles,15.5,62.58,63.3,11,3.26,23.7,9.3,1,64.3,67.5,55.9,5.5,8630217.0
4979,Cali,Transporte,28.8,70.31,53.4,4,4.1,24.5,-3.5,1,68.5,63.7,85.8,8.5,6879391.0
4980,Barranquilla,Salud,6.5,65.06,56.9,43,3.94,27.5,-0.1,2,61.0,50.9,90.6,6.6,12594918.0
4981,Medellín,Salud,6.4,43.92,50.1,1,4.54,7.9,-0.3,1,47.1,53.2,42.9,6.9,5169488.0
4982,Cali,Agricultura,4.8,12.89,56.7,16,2.91,34.0,2.8,0,61.1,65.5,75.1,6.3,7509167.0
4983,Bogotá,Financiero,8.1,69.65,76.8,11,5.08,10.2,4.3,1,66.5,80.2,48.5,6.0,10792536.0
4984,Barranquilla,Agricultura,3.3,36.64,49.6,28,3.12,25.0,1.0,0,62.9,67.7,76.2,5.6,9031160.0
4985,Bogotá,Información,8.2,7.39,70.0,39,5.16,8.4,5.3,1,70.0,78.6,21.0,6.1,16242156.0
4986,Bogotá,Comercio,26.0,53.44,61.0,5,4.44,15.1,2.8,0,70.5,62.5,78.9,6.2,7587827.0
4987,Medellín,Comercio,4.2,4.82,54.2,3,3.43,22.5,9.6,1,61.3,60.6,4.1,6.4,6241664.0
4988,Manizales,Comercio,6.1,59.39,66.9,28,4.18,25.7,-3.1,0,55.8,61.3,36.1,5.9,10355736.0
4989,Bogotá,Manufactura,3.9,40.83,65.9,9,4.37,20.7,7.0,0,70.1,68.8,43.3,6.6,8304844.0
4990,Medellín,Comercio,7.4,9.05,50.3,4,3.62,33.6,-6.3,1,58.6,60.9,42.4,5.9,5445451.0
4991,Medellín,Financiero,13.4,23.29,69.3,17,5.03,1.9,4.3,1,65.3,82.5,67.3,5.5,11455920.0
4992,Bogotá,Comercio,32.6,60.28,67.0,17,4.98,29.3,9.4,0,68.0,70.9,91.0,5.4,11175180.0
4993,Medellín,Comercio,41.2,53.92,63.5,6,3.32,29.2,0.6,1,75.0,77.5,42.9,5.2,8274722.0
4994,Cali,Transporte,5.9,35.84,64.7,5,2.52,21.9,4.6,0,70.1,73.3,70.2,5.3,7584618.0
4995,Cali,Minas,12.7,70.0,65.0,7,5.19,9.5,0.8,0,70.4,65.2,65.4,6.0,8362786.0
4996,Cali,Agricultura,40.7,39.34,44.1,13,3.19,26.6,7.0,2,77.1,66.4,70.7,7.0,8588149.0
4997,Bogotá,Profesionales,23.9,42.28,70.4,12,4.88,8.3,7.1,1,79.9,69.7,56.1,6.6,11419512.0
4998,Cali,Manufactura,8.1,62.5,69.5,22,4.61,29.1,11.1,0,75.4,58.5,96.9,5.8,11812938.0
4999,Medellín,Manufactura,18.8,31.31,54.9,3,4.8,9.5,5.0,0,64.6,63.3,74.7,5.2,6824043.0
5000,Cartagena,Manufactura,11.4,37.27,58.2,42,4.39,16.6,-4.7,0,74.0,63.5,43.0,6.3,13617153.0
5001,Bogotá,Comercio,15.5,72.06,51.3,6,3.03,17.5,10.5,1,73.0,67.4,46.9,5.9,7780665.0
5002,Bogotá,Manufactura,16.7,8.15,70.0,15,4.58,14.0,9.1,1,76.2,77.3,55.0,6.9,11184443.0
5003,Medellín,Manufactura,14.5,27.88,65.6,14,4.47,26.3,-7.0,1,62.0,69.5,7.5,7.2,8906412.0
5004,Medellín,Agricultura,2.4,44.63,52.5,14,3.18,22.4,22.2,0,60.4,67.9,85.8,5.3,10758016.0
5005,Bucaramanga,Comercio,9.7,20.72,49.5,4,3.51,24.5,7.1,1,64.1,52.4,93.8,6.0,6204783.0
5006,Otras,Agricultura,3.5,33.99,37.7,44,2.49,16.1,5.8,1,52.1,39.4,29.7,6.5,8117789.0
5007,Pereira,Hoteles,5.3,71.65,52.1,2,3.5,38.4,-0.9,1,58.4,63.1,30.8,4.8,5208707.0
5008,Bogotá,Hoteles,7.2,61.99,56.7,60,3.01,24.7,6.5,2,55.9,69.8,41.5,5.7,12906067.0
5009,Bogotá,Comercio,4.8,5.08,55.9,18,3.39,21.7,-7.4,3,66.0,69.4,66.6,6.9,8929441.0
5010,Bogotá,Profesionales,7.3,79.74,74.1,4,5.31,22.4,6.4,0,59.3,64.2,32.5,5.9,8234360.0
5011,Bogotá,Salud,4.0,53.38,77.9,12,4.65,18.2,4.4,1,75.1,81.8,11.8,7.2,11008195.0
5012,Bogotá,Comercio,6.9,75.87,52.0,21,4.2,24.1,16.3,1,62.2,66.0,74.7,6.7,9180271.0
5013,Barranquilla,Profesionales,17.0,33.29,77.8,6,4.71,10.9,13.6,0,82.4,74.0,85.3,5.6,10439144.0
5014,Cali,Profesionales,34.1,29.19,59.1,3,4.66,6.7,8.4,0,86.2,66.3,25.2,5.6,8800769.0
5015,Barranquilla,Salud,6.0,26.01,55.6,51,4.58,24.7,2.3,0,59.0,61.8,65.0,7.0,14663340.0
5016,Bogotá,Transporte,20.4,48.03,53.7,5,4.04,27.0,-3.7,0,63.4,65.7,61.8,6.1,6452403.0
5017,Otras,Comercio,16.8,52.21,54.2,6,4.06,27.3,8.3,0,64.0,60.2,2.7,5.7,6701924.0
5018,Bogotá,Agricultura,5.5,79.84,62.5,28,3.36,18.8,19.1,1,71.7,73.7,15.9,5.7,11455988.0
5019,Bogotá,Construcción,10.8,1.3,61.1,2,4.26,16.7,-1.7,1,63.1,81.6,82.0,5.9,7174175.0
5020,Manizales,Comercio,49.2,12.59,45.4,13,2.8,23.1,5.0,1,69.5,48.9,58.3,8.1,7345862.0
5021,Cali,Manufactura,24.6,46.55,74.0,44,4.93,11.0,0.9,1,71.7,74.2,89.5,6.2,17475691.0
5022,Bogotá,Comercio,4.8,17.06,46.2,21,2.73,24.9,11.1,2,53.0,73.0,84.0,6.3,8336209.0
5023,Pereira,Comercio,18.7,4.71,40.6,22,3.19,23.7,14.0,1,57.1,51.5,80.2,6.4,8509158.0
5024,Bogotá,Información,22.7,74.39,70.8,4,5.5,3.4,-1.0,0,74.9,67.1,55.3,6.2,9061566.0
5025,Medellín,Manufactura,4.5,76.52,62.0,39,4.71,20.5,-7.5,0,51.5,66.4,7.7,6.5,12447112.0
5026,Bogotá,Comercio,14.4,0.8,59.3,19,3.47,29.1,10.8,1,68.6,78.2,11.9,5.3,9904868.0
5027,Manizales,Profesionales,29.9,16.32,66.0,5,4.86,12.2,7.7,0,74.3,75.6,33.7,5.5,9167419.0
5028,Manizales,Hoteles,28.8,77.1,36.7,21,2.63,31.7,5.8,0,57.1,59.4,42.5,5.9,6971062.0
5029,Medellín,Transporte,7.9,60.26,54.6,24,4.69,22.8,12.0,0,59.8,73.1,58.8,5.8,10668057.0
5030,Bucaramanga,Manufactura,8.2,77.24,66.8,38,3.17,10.2,19.7,1,70.6,71.6,68.4,6.9,17379068.0
5031,Medellín,Minas,20.3,65.48,73.7,49,5.78,10.7,3.4,0,71.6,72.6,42.8,6.5,19043786.0
5032,Barranquilla,Manufactura,18.0,62.66,50.1,8,3.08,14.8,7.0,0,72.9,63.2,43.4,5.9,7531721.0
5033,Cali,Energía,15.3,22.04,59.6,3,5.46,6.5,14.7,1,55.8,72.7,1.8,6.4,7803433.0
5034,Barranquilla,Información,23.9,47.72,65.5,7,4.64,16.5,1.5,2,69.4,70.6,61.7,7.2,8824426.0
5035,Bogotá,Comercio,7.6,1.59,63.8,28,3.97,30.5,12.8,0,69.8,61.3,18.4,6.2,11436057.0
5036,Medellín,Manufactura,6.8,32.13,66.0,34,4.6,18.9,5.3,1,60.8,77.6,59.4,6.1,13234451.0
5037,Manizales,Comercio,2.9,3.06,36.2,6,3.69,33.6,7.0,0,58.5,52.9,1.8,6.2,4574260.0
5038,Cartagena,Manufactura,3.0,5.13,61.1,13,4.11,23.2,1.5,1,60.6,68.6,77.7,7.6,8560900.0
5039,Medellín,Hoteles,14.3,62.88,54.7,2,3.08,32.8,4.7,2,46.2,52.6,8.2,6.0,5178340.0
5040,Barranquilla,Profesionales,19.1,4.05,71.1,27,3.9,19.4,6.5,1,69.8,67.5,37.4,7.9,11717755.0
5041,Bucaramanga,Hoteles,4.3,54.66,50.1,4,3.34,37.1,1.3,0,49.2,62.2,62.1,5.4,4829570.0
5042,Medellín,Información,25.3,21.23,68.5,117,4.99,13.3,6.0,1,70.1,63.9,71.7,7.7,31607327.0
5043,Cali,Comercio,14.8,52.62,58.0,7,3.09,22.3,-0.2,0,73.0,54.7,7.2,5.6,6706252.0
5044,Cali,Manufactura,6.2,78.04,57.3,8,5.06,19.7,8.8,1,66.5,62.9,78.7,6.5,8301872.0
5045,Bogotá,Manufactura,3.9,37.67,57.7,42,4.65,12.2,-4.8,4,59.5,55.4,93.3,7.8,14562069.0
5046,Medellín,Transporte,30.4,20.23,47.7,14,3.1,14.1,15.8,3,67.9,57.3,45.9,7.7,9551069.0
5047,Manizales,Comercio,13.3,31.0,43.6,7,3.44,23.4,3.9,1,55.2,61.8,66.1,6.6,5683358.0
5048,Bogotá,Salud,14.7,67.78,81.2,14,5.21,11.1,6.0,1,76.9,83.2,11.5,5.2,12774609.0
5049,Bogotá,Información,7.7,14.89,71.8,80,5.01,12.8,0.6,3,63.9,81.9,23.4,6.6,24133043.0
5050,Barranquilla,Comercio,4.8,57.34,59.0,13,3.97,35.7,7.0,0,59.6,61.6,92.0,5.3,8262927.0
5051,Bogotá,Manufactura,23.4,31.04,78.2,10,4.92,22.3,1.2,2,78.5,69.2,22.6,5.7,11233678.0
5052,Bogotá,Manufactura,2.4,7.24,60.1,6,3.74,21.6,4.8,0,68.3,71.2,73.2,5.2,7725830.0
5053,Pereira,Comercio,10.6,29.48,53.2,3,3.85,23.1,9.5,0,52.3,71.2,72.5,7.2,5630357.0
5054,Bucaramanga,Agricultura,11.5,25.06,48.3,11,2.05,21.4,4.8,0,60.2,59.8,59.9,6.7,6374262.0
5055,Otras,Información,5.0,67.37,55.6,9,4.12,17.5,9.8,1,61.6,56.8,84.4,5.7,7784986.0
5056,Bogotá,Transporte,38.8,43.64,57.8,7,3.78,12.7,-3.9,1,77.0,70.5,77.3,6.0,7795977.0
5057,Bogotá,Financiero,11.3,41.27,78.4,40,4.81,11.3,0.7,2,74.9,91.9,66.7,7.3,17052810.0
5058,Bogotá,Comercio,5.6,16.81,66.6,7,3.49,21.8,7.6,0,70.0,59.8,89.8,6.1,7613038.0
5059,Medellín,Información,3.2,52.27,65.5,4,4.55,17.5,8.4,1,65.0,66.8,29.3,6.8,7760464.0
5060,Cali,Construcción,3.1,53.68,66.2,6,3.92,24.6,11.3,1,70.9,69.7,52.1,6.2,8725990.0
5061,Barranquilla,Manufactura,10.5,43.64,57.4,14,4.02,21.4,5.1,3,74.2,53.7,50.6,6.3,9433080.0
5062,Medellín,Construcción,35.6,28.03,58.7,82,4.29,22.0,10.4,1,70.3,69.7,67.6,6.8,22094358.0
5063,Medellín,Información,24.4,24.84,73.7,3,5.4,17.1,9.5,1,74.9,75.8,73.5,6.6,9413371.0
5064,Bogotá,Información,3.1,72.54,69.0,24,5.13,8.1,6.0,2,72.2,75.6,38.8,6.8,13513959.0
5065,Medellín,Manufactura,9.9,38.32,60.7,25,4.49,13.2,4.4,1,71.5,75.6,78.0,7.4,11826860.0
5066,Barranquilla,Comercio,6.6,56.65,51.1,7,2.64,24.2,2.9,0,53.4,60.9,39.8,6.5,5665034.0
5067,Cali,Transporte,17.7,34.14,52.1,14,3.88,21.8,10.0,0,75.4,54.3,81.9,4.9,8368101.0
5068,Cali,Transporte,2.7,55.55,47.6,18,3.54,20.1,13.7,0,57.5,64.2,37.8,6.3,7839515.0
5069,Bogotá,Salud,29.8,15.15,87.6,103,4.7,23.6,7.1,1,86.4,79.8,35.8,5.7,30039491.0
5070,Medellín,Comercio,2.7,37.04,53.6,65,3.56,31.2,-1.1,3,57.3,58.0,14.9,7.5,15018175.0
5071,Bogotá,Información,8.8,43.22,70.4,3,4.21,1.8,0.8,0,61.0,76.8,26.8,5.7,10038724.0
5072,Cali,Manufactura,4.4,28.51,43.3,14,3.72,14.3,0.9,2,45.4,45.8,33.8,7.7,6557068.0
5073,Pereira,Información,7.7,52.79,49.0,27,4.44,20.3,9.5,1,57.8,45.0,97.6,6.4,9991306.0
5074,Otras,Comercio,11.5,4.24,45.3,10,3.19,26.3,9.8,1,53.8,49.6,37.3,6.3,5912836.0
5075,Bogotá,Comercio,4.5,64.43,56.9,27,3.82,33.6,8.8,0,65.6,63.5,94.2,6.5,9607466.0
5076,Medellín,Hoteles,3.3,39.16,45.5,10,3.07,29.9,-8.0,2,53.9,62.7,86.2,6.3,6082482.0
5077,Bogotá,Comercio,1.8,11.15,68.8,23,4.76,30.9,1.4,1,60.5,74.4,22.6,5.5,11001166.0
5078,Medellín,Comercio,6.2,77.44,50.4,12,3.71,25.5,3.1,0,58.1,57.4,18.5,5.9,6658044.0
5079,Barranquilla,Comercio,4.3,72.77,56.2,8,4.35,30.7,29.1,1,60.4,61.1,79.5,5.5,8017064.0
5080,Barranquilla,Manufactura,8.1,79.07,65.9,6,3.66,18.8,3.7,1,70.4,61.3,94.4,6.2,8126028.0
5081,Bogotá,Comercio,8.4,15.24,66.2,6,3.41,21.7,6.3,0,61.3,73.4,84.9,6.4,7690656.0
5082,Bogotá,Hoteles,6.8,55.19,52.7,11,3.0,20.2,10.7,0,53.6,65.5,92.0,5.1,6404150.0
5083,Bucaramanga,Agricultura,5.9,16.21,47.4,5,2.65,23.9,6.7,1,61.9,75.0,8.6,6.7,6204288.0
5084,Medellín,Manufactura,7.2,38.01,74.9,14,3.62,15.6,8.6,1,68.1,73.6,50.7,6.2,10466762.0
5085,Bogotá,Transporte,17.4,68.28,50.2,10,5.3,26.2,8.9,4,64.5,55.7,88.6,6.5,8933265.0
5086,Barranquilla,Financiero,8.0,38.7,52.8,13,4.8,11.0,8.1,3,57.7,53.6,90.7,5.8,8505552.0
5087,Bucaramanga,Profesionales,8.4,57.55,52.0,2,4.29,16.8,11.3,3,70.5,62.1,90.9,6.2,7485855.0
5088,Barranquilla,Salud,18.1,13.78,47.3,1,3.78,22.4,-3.1,0,60.1,49.2,42.8,5.4,4197385.0
5089,Bogotá,Comercio,9.4,70.38,78.0,10,4.24,24.9,3.7,2,70.6,67.8,80.4,6.0,10445592.0
5090,Bucaramanga,Manufactura,23.9,75.34,73.5,5,4.66,19.5,-0.6,1,81.5,74.9,4.6,7.6,9346171.0
5091,Cali,Transporte,7.4,45.99,59.5,11,4.31,31.9,7.4,1,65.5,57.5,97.9,6.1,8553547.0
5092,Medellín,Hoteles,11.0,24.83,62.4,8,4.42,29.3,0.4,0,66.2,65.9,88.1,6.7,8053968.0
5093,Barranquilla,Comercio,15.4,78.82,53.9,7,2.97,25.6,6.0,0,66.5,65.3,61.9,5.5,6636523.0
5094,Bucaramanga,Hoteles,2.0,33.36,55.6,41,3.3,22.1,-4.9,0,55.1,52.0,79.4,5.1,10598305.0
5095,Cali,Agricultura,60.0,10.29,50.2,77,3.01,13.7,11.7,2,73.5,65.6,98.3,7.6,17917806.0
5096,Medellín,Información,15.0,24.32,71.8,23,4.6,20.3,1.9,1,75.7,70.1,10.5,6.3,11795767.0
5097,Cali,Financiero,3.1,15.76,71.2,4,5.99,13.2,9.2,0,67.8,65.9,62.1,7.1,8398920.0
5098,Bogotá,Comercio,1.7,71.12,67.7,4,4.89,27.0,11.6,2,68.2,70.8,15.2,7.6,8438817.0
5099,Bogotá,Comercio,5.7,5.37,64.9,6,3.27,33.1,5.0,0,64.3,70.5,63.5,4.6,7297327.0
5100,Cali,Construcción,6.8,30.21,64.5,5,4.34,15.4,2.1,0,77.4,68.3,85.2,6.7,8079431.0
5101,Bogotá,Comercio,22.7,53.13,69.0,27,4.16,21.5,16.2,0,58.2,81.5,36.2,6.6,12588560.0
5102,Medellín,Profesionales,8.0,54.99,67.2,5,5.13,22.6,0.9,1,59.2,63.9,3.3,7.8,7166569.0
5103,Cartagena,Manufactura,14.1,40.45,62.6,48,3.68,19.1,5.5,0,58.6,61.0,68.4,4.9,13675432.0
5104,Cali,Manufactura,10.5,55.71,50.8,27,3.52,20.2,-3.3,2,53.6,58.8,46.4,6.7,8764286.0
