id_empresa;nit;sector;antiguedad;tiempo_afiliacion;num_trabajadores;crecimiento_empleo;uso_servicios;satisfaccion;rotacion;salario_promedio;digitalizacion;formalizacion;distancia;abandono
5619;800039134;Manufactura;1.7;1.6;5;3.9;5;71.2;2.1;2.41;91.3;70.2;7.9;0
5620;947491802;Transporte;18.6;12.8;13;14.2;4;47.4;12.5;2.71;32.3;46.0;13.4;0
5621;857402834;Servicios;11.8;4.2;43;0.3;5;82.5;20.5;5.92;38.5;47.8;0.5;0
5622;996020675;Tecnología;2.2;1.9;52;8.0;0;52.0;4.7;3.18;75.3;85.9;6.0;1
5623;980633183;Transporte;5.4;3.0;57;-5.0;3;58.2;22.9;5.53;15.5;51.0;6.8;1
5624;969270556;Servicios;10.5;3.2;169;-2.7;7;80.6;11.7;3.6;53.7;46.1;1.8;0
5625;958215955;Tecnología;7.3;1.5;53;9.7;5;67.1;33.0;2.21;53.0;47.6;2.8;1
5626;839599872;Manufactura;10.1;9.6;11;13.1;5;50.9;3.1;1.9;80.9;85.5;4.4;0
5627;922532208;Servicios;9.2;4.1;177;-8.4;6;66.6;14.5;4.47;30.8;42.7;8.4;0
5628;994844945;Servicios;12.8;8.8;70;3.4;8;93.0;13.0;4.7;47.1;68.4;2.5;0
5629;874985572;Servicios;9.5;8.1;17;13.7;9;93.5;45.1;3.79;64.7;52.1;10.9;0
5630;946346985;Manufactura;17.3;6.9;39;1.4;7;85.3;19.2;7.65;59.7;79.4;5.8;0
5631;928845750;Comercio;10.1;4.6;24;12.3;8;88.9;5.8;3.03;84.7;69.9;3.5;0
5632;996847333;Servicios;20.5;17.9;17;15.6;6;64.0;6.0;4.13;66.1;77.0;2.7;0
5633;837444603;Servicios;10.0;3.6;13;16.4;2;44.4;9.5;3.52;56.1;63.9;1.8;0
5634;879924741;Servicios;13.0;11.6;17;14.9;1;48.8;14.9;2.53;66.1;61.1;4.4;1
5635;835654943;Transporte;2.9;2.8;27;7.7;4;47.3;12.1;3.82;70.6;91.1;30.6;1
5636;909638277;Manufactura;9.3;2.4;27;3.2;8;92.1;8.8;2.43;55.6;66.5;44.0;0
5637;941296350;Construcción;3.3;2.7;23;0.5;0;73.2;49.5;1.92;64.6;62.3;12.3;1
5638;886697023;Transporte;5.4;1.9;73;-6.3;2;42.6;22.3;3.36;65.8;60.2;2.3;1
5639;928571621;Comercio;25.4;9.8;23;-7.1;2;61.1;35.7;3.64;67.6;79.6;17.8;1
5640;981694805;Comercio;8.9;6.4;36;12.4;1;53.7;20.9;3.99;62.2;67.3;3.5;1
5641;920686138;Construcción;5.6;3.0;24;2.5;10;91.5;9.7;4.51;84.8;67.1;0.8;0
5642;892281435;Comercio;8.5;4.8;36;0.1;5;72.2;31.3;5.21;79.6;72.6;8.1;1
5643;834186530;Construcción;7.3;4.8;27;12.4;5;71.2;17.9;4.11;64.1;56.1;16.9;0
5644;894046032;Servicios;12.3;7.4;51;-0.7;7;93.1;11.3;5.56;86.4;56.5;10.0;0
5645;836276050;Tecnología;13.7;5.2;16;9.6;1;42.3;1.7;1.83;86.3;70.5;21.4;1
5646;991653154;Servicios;15.0;14.7;17;26.8;6;63.5;39.1;3.73;81.3;78.2;2.3;0
5647;836447307;Construcción;16.3;14.0;111;2.3;9;84.7;8.4;1.66;84.8;83.0;20.0;0
5648;859405150;Comercio;3.9;2.4;41;15.1;5;70.0;26.5;3.21;22.1;44.0;12.7;0
5649;846028930;Manufactura;5.8;4.1;26;23.6;4;89.0;22.4;2.64;15.8;42.5;22.0;0
5650;831678478;Comercio;6.6;3.3;34;18.8;2;65.2;4.0;5.56;68.4;61.7;1.9;0
5651;817889526;Servicios;22.7;8.9;31;4.4;7;78.4;19.6;2.35;86.4;75.9;1.4;0
5652;985688076;Servicios;10.7;10.0;36;-8.6;5;57.9;13.6;2.71;50.9;52.4;6.9;1
5653;885872426;Transporte;4.5;2.4;71;4.6;1;46.1;30.8;3.25;76.7;77.9;29.9;1
5654;942738345;Transporte;9.6;2.1;8;12.9;6;69.6;26.5;1.23;15.6;48.5;10.1;1
5655;882283354;Manufactura;5.2;2.9;17;8.5;6;84.6;44.2;6.04;64.7;72.0;7.7;1
5656;847926918;Servicios;7.5;2.4;31;14.2;4;66.0;15.7;4.23;56.6;46.9;1.7;0
5657;981015472;Comercio;5.4;1.7;78;-8.8;7;87.9;31.9;2.06;29.6;59.5;1.4;0
5658;833996191;Servicios;13.1;5.1;57;16.4;3;47.5;7.4;3.0;94.2;77.7;1.8;0
5659;995128407;Servicios;5.8;5.4;12;20.3;4;55.3;34.8;4.21;64.7;43.2;11.2;0
5660;993399112;Servicios;14.8;11.3;44;-1.9;7;96.9;22.3;3.1;62.1;65.6;23.2;0
5661;928479132;Transporte;12.9;11.9;24;-8.9;4;65.7;22.4;6.12;40.3;27.6;12.3;1
5662;800285384;Comercio;5.6;1.8;16;2.6;5;68.0;13.4;3.6;77.0;76.9;6.1;1
5663;954848183;Comercio;5.1;4.8;53;-3.1;5;60.6;23.6;3.19;69.7;66.1;18.9;0
5664;865664119;Comercio;10.4;10.3;47;6.6;3;54.3;14.1;3.92;74.5;75.7;35.3;0
5665;968893098;Servicios;9.5;4.0;35;12.0;7;57.4;20.1;3.75;71.3;79.0;6.0;1
5666;965593207;Servicios;9.5;5.6;17;1.0;6;76.7;13.3;2.17;64.2;56.7;11.4;0
5667;832731725;Transporte;3.8;1.3;11;10.6;4;51.1;4.2;3.45;47.9;70.9;15.1;0
5668;816124060;Comercio;4.5;3.7;22;1.1;1;41.8;13.6;3.14;67.1;50.3;3.3;1
5669;838571952;Construcción;15.3;7.0;36;14.6;0;34.5;18.6;2.22;95.1;73.1;0.4;0
5670;924320064;Servicios;7.0;3.2;34;-10.8;8;83.5;11.5;2.91;81.7;90.8;7.4;0
5671;899861291;Servicios;6.5;3.2;11;6.5;4;68.6;9.3;3.54;69.9;57.1;19.4;0
5672;995378120;Servicios;9.6;4.7;22;11.8;0;44.9;15.5;3.51;49.0;67.4;9.6;1
5673;976858571;Servicios;2.4;0.9;25;-1.4;6;74.6;8.7;2.98;76.4;61.2;1.0;1
5674;824669752;Servicios;7.3;2.5;16;-0.2;5;59.4;8.8;1.97;45.1;60.0;5.8;0
5675;906972954;Servicios;3.9;0.9;8;5.2;6;66.1;11.2;2.05;66.3;60.8;0.9;1
5676;838567358;Manufactura;6.9;5.6;6;16.6;5;65.0;2.4;5.44;74.7;70.8;1.8;0
5677;800058880;Comercio;15.0;8.6;5;12.8;3;58.6;15.8;2.52;68.5;59.1;12.0;1
5678;911260304;Servicios;7.1;6.2;34;13.9;3;64.9;9.6;3.38;55.3;64.5;5.5;0
5679;933917817;Manufactura;5.8;5.2;27;9.7;8;84.2;23.8;3.59;89.2;62.1;5.2;0
5680;808393123;Comercio;10.4;2.9;53;3.6;6;65.7;15.7;2.87;70.1;74.9;0.1;0
5681;929054483;Servicios;6.4;2.5;11;29.5;5;66.5;12.2;4.4;65.4;54.9;16.4;0
5682;932654053;Comercio;10.2;5.9;11;-4.1;8;71.6;2.5;2.88;72.9;69.2;40.8;0
5683;829139986;Servicios;3.3;3.0;85;-16.5;2;76.3;26.5;4.29;75.2;52.8;10.8;0
5684;809339722;Servicios;5.1;3.7;62;1.2;4;67.0;16.9;7.04;60.7;60.1;10.6;0
5685;972568842;Comercio;24.3;19.8;43;-0.8;6;65.2;28.2;2.88;83.3;69.2;11.1;0
5686;814073628;Manufactura;9.1;6.7;28;6.0;9;77.0;11.6;2.46;41.7;30.8;3.4;0
5687;928052280;Servicios;6.2;3.7;7;-14.8;6;74.8;7.3;1.67;71.0;66.0;2.2;0
5688;883859589;Transporte;3.5;3.2;52;-4.7;6;90.3;15.9;2.05;47.7;51.1;7.3;0
5689;879155424;Comercio;15.7;14.6;40;9.8;3;50.0;4.0;4.96;31.8;33.5;6.2;0
5690;973414829;Comercio;9.8;8.8;9;12.6;5;67.6;3.1;4.12;74.5;95.7;2.6;0
5691;951423167;Manufactura;8.5;3.3;34;2.1;6;64.6;30.2;2.71;57.9;48.1;10.0;1
5692;840283170;Servicios;22.6;4.5;96;2.7;4;70.5;18.3;2.72;44.4;37.8;8.8;1
5693;842693117;Servicios;5.2;2.8;46;14.0;0;46.7;5.7;2.78;74.4;81.3;2.7;1
5694;893678305;Tecnología;16.1;10.1;42;8.1;3;46.5;13.1;2.89;48.7;71.9;3.9;0
5695;894479041;Transporte;4.3;3.2;35;5.2;1;39.8;18.1;3.94;36.8;41.7;9.1;1
5696;917351210;Servicios;15.0;11.3;13;0.9;4;61.2;26.2;3.76;63.4;68.0;2.9;0
5697;874861727;Comercio;7.5;2.1;13;3.2;4;59.2;30.9;2.93;32.0;53.8;0.6;1
5698;826292704;Construcción;3.0;0.7;27;2.0;3;61.6;28.8;2.2;26.9;41.2;2.6;1
5699;934944809;Manufactura;11.3;8.3;31;10.4;5;77.5;3.5;2.92;78.7;71.2;1.3;0
5700;892822602;Transporte;16.1;15.7;77;-5.1;7;88.2;8.2;4.11;83.0;72.3;13.6;0
5701;989293479;Servicios;4.9;1.8;23;5.0;2;60.4;27.2;2.72;36.5;39.8;31.5;1
5702;853647200;Transporte;16.7;3.5;8;0.7;8;73.2;16.7;3.03;54.3;54.5;4.1;0
5703;898356960;Comercio;11.0;3.7;10;3.9;5;71.2;4.9;3.84;30.5;38.1;1.0;0
5704;848231261;Servicios;5.7;4.1;127;0.4;4;55.3;40.1;2.11;90.1;81.1;4.9;1
5705;940116341;Transporte;3.3;0.8;11;5.9;7;59.8;22.6;2.72;43.6;60.9;4.6;1
5706;854607951;Servicios;2.3;0.8;33;9.8;6;65.3;21.7;5.81;43.3;77.3;2.5;0
5707;869380310;Construcción;33.5;8.6;220;17.1;2;54.2;17.3;4.38;47.8;36.3;12.6;0
5708;814289867;Servicios;6.5;3.3;13;9.1;3;51.9;25.3;2.37;14.1;41.9;1.0;1
5709;933065121;Servicios;8.1;6.4;41;-9.9;1;45.2;22.3;5.17;75.6;78.2;18.6;1
5710;928592118;Construcción;9.0;6.8;30;0.7;9;100.0;33.5;2.32;47.0;44.1;4.5;0
5711;913130902;Servicios;7.1;4.4;20;7.3;3;56.9;26.6;5.03;69.1;65.2;7.9;1
5712;979436938;Servicios;34.6;22.2;19;-4.1;3;47.0;18.7;2.16;20.6;51.5;11.6;0
5713;890868188;Comercio;5.9;3.8;28;9.2;4;76.7;21.5;4.59;82.9;68.9;19.7;1
5714;960293872;Manufactura;24.0;12.6;25;2.3;4;66.8;30.1;2.73;74.8;69.0;3.5;0
5715;949255851;Manufactura;5.5;5.3;74;21.1;6;69.5;12.0;1.82;81.6;82.4;19.6;0
5716;878582166;Servicios;2.7;0.7;5;10.3;3;59.6;3.6;3.72;87.1;71.6;3.8;0
5717;823767088;Servicios;26.9;17.1;227;15.4;7;89.4;21.0;2.49;77.6;77.9;2.2;0
5718;954956954;Construcción;3.4;0.8;11;-7.9;3;75.1;3.5;2.53;66.7;62.0;10.7;1
5719;812860848;Comercio;18.0;10.3;12;16.3;7;81.8;14.3;4.91;93.4;94.4;5.7;0
5720;829866762;Comercio;4.8;3.8;16;4.1;1;48.3;5.0;5.66;50.7;41.3;14.8;1
5721;820569751;Servicios;10.2;9.1;22;-3.7;4;72.2;10.9;2.07;56.0;59.0;2.2;0
5722;954226597;Comercio;4.8;1.0;21;15.7;2;70.0;25.3;3.61;70.3;67.4;20.4;0
5723;827666253;Tecnología;5.6;4.6;38;7.8;4;57.1;12.3;1.0;67.4;61.7;28.3;0
5724;956267587;Comercio;4.2;3.5;95;13.3;2;42.9;9.5;1.91;91.8;89.1;11.5;0
5725;968634478;Servicios;32.3;8.0;77;6.6;5;66.5;21.9;3.8;79.6;51.4;37.1;0
5726;894691871;Transporte;12.6;4.6;41;-8.0;3;60.9;19.0;5.79;48.1;62.4;12.1;0
5727;968302789;Comercio;2.4;1.7;68;7.0;3;63.4;25.7;4.07;98.5;74.4;18.5;1
5728;995668532;Transporte;17.1;13.5;35;9.4;4;48.0;19.1;4.27;51.3;60.3;11.3;0
5729;806744269;Servicios;9.0;6.2;5;13.6;5;46.1;13.9;3.52;70.4;65.3;1.0;1
5730;962329082;Construcción;6.0;3.5;22;16.7;3;55.3;14.6;3.36;63.1;64.7;6.1;0
5731;851453731;Servicios;8.3;4.0;71;5.9;10;97.9;18.4;1.96;28.2;52.3;28.1;0
5732;956611385;Servicios;14.4;5.5;6;-8.0;6;76.0;4.7;4.16;44.2;52.6;7.1;0
5733;889057918;Construcción;8.9;1.9;17;13.0;4;61.3;21.9;3.59;66.3;76.7;2.1;0
5734;865940730;Servicios;25.8;15.6;5;-7.9;7;67.8;28.2;5.1;28.9;29.3;22.7;1
5735;881373991;Transporte;9.4;6.3;25;7.8;5;76.6;44.3;3.3;93.1;81.2;2.9;0
5736;873496325;Servicios;7.2;5.8;40;0.3;3;58.0;21.5;2.66;56.1;57.6;1.6;1
5737;833015955;Manufactura;6.0;1.5;119;14.5;6;68.1;10.5;2.62;85.8;84.1;8.2;0
5738;957038784;Tecnología;17.1;16.7;48;6.7;5;73.5;26.0;2.51;40.5;46.0;5.9;0
5739;877360374;Manufactura;10.9;3.2;21;4.5;7;61.2;8.1;4.14;92.5;77.9;23.6;0
5740;888156286;Comercio;18.2;11.8;13;19.1;6;51.9;1.8;4.17;53.8;50.6;0.3;1
5741;899739340;Comercio;29.5;21.6;12;9.0;6;79.0;12.8;4.89;24.1;34.1;3.5;0
5742;995932902;Comercio;11.3;10.0;24;9.8;6;67.5;41.3;3.47;53.1;79.9;0.1;0
5743;996641753;Servicios;12.5;11.4;38;27.4;4;70.4;28.7;1.69;48.3;37.7;40.9;0
5744;910674880;Construcción;6.6;6.0;31;-4.7;2;40.3;19.1;4.11;80.9;78.2;21.0;1
5745;887758423;Comercio;10.8;5.8;18;2.3;0;39.7;6.0;3.3;75.9;59.6;3.3;0
5746;986977001;Servicios;6.8;5.0;18;11.5;4;61.5;29.3;3.08;37.8;34.3;3.8;0
5747;984222639;Tecnología;23.2;5.8;83;15.7;9;72.1;5.0;7.19;77.7;60.8;5.6;0
5748;911855527;Transporte;8.3;7.7;20;18.8;8;88.9;5.6;6.92;41.8;43.1;7.9;0
5749;901460615;Comercio;2.6;0.5;50;0.3;3;44.2;7.7;4.7;72.3;77.1;3.8;0
5750;863038827;Servicios;10.5;6.5;22;-2.9;1;45.3;7.9;2.85;88.1;53.8;0.3;0
5751;957571587;Servicios;50.0;29.6;21;16.8;4;77.6;19.2;1.97;46.6;54.9;8.9;0
5752;813403291;Servicios;9.2;7.3;48;7.2;2;57.3;1.5;2.33;78.1;72.9;14.1;0
5753;897255587;Servicios;13.6;11.2;15;4.8;3;59.4;23.7;2.43;80.8;73.5;27.5;0
5754;844067466;Tecnología;11.9;6.4;80;11.8;0;44.8;15.1;5.15;82.6;59.2;5.2;1
5755;889794019;Manufactura;1.9;1.5;9;2.1;4;80.1;3.9;7.09;38.0;25.5;7.7;0
5756;923371500;Comercio;12.1;10.0;98;-6.6;6;83.5;19.7;1.74;81.9;75.0;5.2;0
5757;932454573;Comercio;17.9;8.3;40;-0.9;5;84.7;9.8;4.06;67.3;75.3;0.6;0
5758;841843281;Transporte;7.0;4.1;59;-6.3;5;67.9;20.5;4.07;48.6;45.6;0.1;0
5759;813964897;Transporte;17.6;8.7;14;-2.0;5;71.5;16.9;6.7;45.5;55.1;2.8;0
5760;861880791;Construcción;9.1;5.5;28;15.4;4;59.7;37.1;5.66;60.3;63.6;15.2;1
5761;914885507;Servicios;9.1;3.7;19;1.8;2;61.9;7.8;2.87;36.0;59.3;3.7;1
5762;913937538;Transporte;5.4;3.2;35;4.2;1;53.2;15.5;6.39;42.4;47.4;2.3;1
5763;939144060;Transporte;25.2;18.7;28;6.5;3;55.8;12.9;2.05;67.4;65.4;6.5;0
5764;989588578;Comercio;30.2;27.7;162;-3.0;3;65.5;12.3;1.44;42.9;65.6;20.5;0
5765;970691350;Transporte;38.8;24.5;12;21.2;5;56.1;22.9;3.12;70.0;66.5;17.6;0
5766;894394383;Servicios;7.7;2.5;53;20.0;4;48.7;14.9;6.21;77.9;72.1;9.1;0
5767;856099608;Servicios;7.4;7.2;25;-10.8;2;50.0;31.8;4.92;85.9;64.3;1.8;1
5768;895441966;Tecnología;41.5;24.0;7;3.5;4;50.7;17.0;2.61;43.9;54.5;42.2;0
5769;836521497;Comercio;10.3;7.3;7;3.1;2;45.7;2.2;1.82;79.6;76.6;6.7;0
5770;938591600;Construcción;11.0;10.7;49;-12.0;1;46.8;21.7;2.71;62.3;66.1;10.1;1
5771;901988110;Comercio;6.9;1.9;13;-7.4;6;74.8;17.8;3.83;63.6;54.1;18.0;0
5772;826383725;Construcción;10.6;7.8;43;10.6;5;73.9;18.5;4.79;90.7;71.4;5.1;0
5773;989961035;Manufactura;22.9;20.6;24;4.7;5;66.6;24.6;5.52;52.2;44.5;7.7;0
5774;860751741;Servicios;12.8;7.5;10;9.5;3;56.8;3.4;1.34;78.4;55.5;2.4;0
5775;963386605;Construcción;7.5;5.7;7;3.4;4;46.2;34.7;1.58;41.3;38.9;4.9;1
5776;922600635;Comercio;18.0;12.8;19;-2.9;8;74.9;9.6;5.18;39.5;45.1;5.2;0
5777;975626168;Servicios;9.0;5.8;18;28.4;2;47.1;12.7;2.35;16.5;31.0;2.8;0
5778;948063554;Servicios;4.8;2.9;19;29.2;2;57.3;18.2;4.07;32.4;55.8;17.1;1
5779;841453471;Manufactura;10.8;3.1;21;7.4;2;43.2;22.4;3.34;65.5;67.4;3.7;1
5780;908559374;Servicios;9.8;2.3;28;7.5;1;54.0;14.5;3.35;46.7;38.1;8.8;0
5781;920964056;Comercio;3.1;0.9;5;-0.6;8;81.3;29.8;2.77;26.2;42.2;5.9;1
5782;963439543;Servicios;11.5;10.1;53;20.5;5;68.0;20.2;2.55;82.0;83.9;9.9;0
5783;932307624;Comercio;17.0;11.2;16;14.7;7;77.9;3.6;2.1;76.1;70.2;8.3;0
5784;937390824;Comercio;6.2;3.1;16;-2.0;9;89.2;8.4;3.01;60.1;51.0;2.4;0
5785;865497263;Servicios;2.0;0.7;12;16.1;4;93.9;18.9;3.03;38.9;49.2;12.4;0
5786;882639980;Servicios;4.3;4.2;5;3.2;4;51.5;24.0;3.96;49.6;62.6;4.5;1
5787;953285054;Comercio;6.3;3.3;20;11.4;4;76.4;11.4;4.95;71.8;48.4;2.1;0
5788;976394363;Comercio;16.8;15.6;5;6.1;7;75.0;18.5;2.08;89.1;80.5;0.8;0
5789;966264815;Servicios;6.1;3.9;36;4.3;8;69.8;24.3;3.37;96.3;71.1;13.0;0
5790;821552470;Comercio;5.4;5.2;32;8.1;10;82.4;8.5;3.56;88.1;69.6;19.8;0
5791;858357071;Construcción;9.7;9.4;26;10.5;1;45.6;10.7;3.0;79.2;75.0;6.6;1
5792;966084169;Comercio;3.7;1.6;11;8.2;4;70.4;32.3;1.64;29.2;29.6;16.2;1
5793;873235266;Comercio;8.7;8.7;55;11.3;6;75.8;16.9;2.01;86.7;81.8;2.8;0
5794;982471163;Comercio;3.4;3.2;18;10.5;2;49.4;6.3;3.61;65.6;58.0;2.7;1
5795;987033612;Servicios;11.4;8.0;23;10.5;5;68.3;2.3;3.16;44.2;55.2;3.4;0
5796;825051678;Servicios;23.9;22.8;22;1.3;7;85.7;21.5;5.45;40.2;72.4;25.9;0
5797;919138180;Comercio;3.8;3.5;12;-5.8;5;59.9;11.7;3.8;65.4;79.6;4.3;0
5798;864749526;Servicios;32.7;20.4;7;-4.6;8;78.5;2.2;5.05;74.0;65.6;2.3;0
5799;976481369;Manufactura;5.2;3.0;79;8.7;6;90.3;17.8;3.72;61.8;48.8;2.6;0
5800;887007382;Servicios;4.2;1.7;10;-1.3;7;52.8;6.7;2.96;11.7;24.4;12.3;1
5801;901943359;Construcción;7.2;6.7;13;-10.4;6;75.2;12.7;2.82;74.5;59.1;10.7;0
5802;842245868;Transporte;1.2;0.6;10;2.5;3;56.2;18.6;2.95;56.5;62.8;0.0;1
5803;893485927;Manufactura;10.9;8.2;46;12.2;6;65.4;12.1;2.72;53.1;53.1;0.1;1
5804;861788372;Transporte;4.7;1.1;24;3.0;5;62.6;35.0;3.17;52.6;58.0;0.8;1
5805;823379541;Comercio;5.3;3.9;50;-17.2;6;55.2;8.6;3.13;54.9;44.7;11.0;1
5806;852150338;Servicios;23.9;9.2;65;12.8;3;55.8;21.1;3.71;66.4;59.8;10.1;0
5807;976132780;Comercio;14.9;4.6;20;-9.4;4;69.6;22.5;3.96;84.2;71.8;1.6;1
5808;944951580;Manufactura;8.0;2.8;9;-5.8;5;65.2;7.4;2.89;48.2;64.5;5.8;0
5809;917343760;Servicios;5.3;1.6;63;18.6;7;71.6;28.2;4.53;19.5;22.2;6.4;0
5810;857558243;Construcción;8.4;3.3;15;4.4;10;79.8;10.3;3.93;92.2;92.3;27.8;0
5811;850234251;Servicios;5.0;1.3;72;-6.8;7;85.4;5.8;1.72;53.7;52.6;20.0;0
5812;852713640;Tecnología;7.5;2.4;55;21.4;4;71.5;16.7;2.29;79.2;75.2;11.1;0
5813;947621523;Manufactura;4.9;2.2;25;-18.2;9;88.1;15.8;2.77;39.0;59.6;1.2;0
5814;813795858;Comercio;2.8;2.5;18;-2.2;5;53.0;33.8;3.66;61.4;44.6;1.6;1
5815;930671058;Manufactura;24.3;11.3;89;6.7;4;81.3;11.7;2.21;87.9;87.6;14.3;0
5816;893699347;Manufactura;8.2;7.9;11;-2.4;6;72.7;24.1;3.84;49.3;68.4;13.2;0
5817;975574850;Construcción;3.2;2.8;22;9.2;4;82.9;18.1;4.86;53.7;25.1;15.8;0
5818;810336845;Servicios;50.0;39.9;33;13.0;4;48.3;30.2;4.67;71.3;67.1;0.4;0
5819;993365908;Transporte;18.6;17.2;34;21.2;8;78.9;3.2;3.69;87.3;66.3;22.2;0
5820;956756223;Manufactura;5.2;1.1;5;-6.5;1;41.0;7.4;3.86;47.2;50.4;2.9;1
5821;862411034;Servicios;7.0;5.0;30;19.8;9;70.5;11.3;5.58;56.3;56.0;19.0;0
5822;829154429;Comercio;18.1;12.2;11;-0.4;2;57.8;18.1;4.05;33.1;62.4;27.6;0
5823;929419200;Servicios;5.9;3.2;14;-5.4;2;71.5;35.1;5.43;49.6;56.4;11.3;1
5824;952804239;Comercio;3.6;3.5;12;2.5;8;78.7;9.4;2.5;38.9;45.0;3.8;0
5825;823292833;Servicios;3.2;2.5;46;-15.5;5;46.8;11.5;1.28;76.0;68.3;1.4;1
5826;869077278;Manufactura;17.6;10.6;36;-15.5;9;78.8;16.7;3.99;67.2;95.3;12.3;0
5827;808060519;Servicios;11.3;7.7;87;12.0;4;54.8;12.1;2.18;54.8;63.3;6.8;0
5828;831431416;Servicios;4.9;3.1;26;20.7;3;44.1;8.5;5.44;29.8;30.2;14.0;0
5829;842790313;Transporte;10.9;8.7;23;13.1;4;30.6;3.6;3.22;73.7;81.8;1.6;0
5830;991613246;Servicios;9.2;4.6;38;10.4;3;64.6;7.3;4.83;58.2;56.1;17.5;0
5831;897692570;Comercio;23.2;9.8;79;-11.3;2;67.4;16.9;3.53;75.6;70.3;9.7;0
5832;807089287;Servicios;13.6;4.4;11;-0.4;2;47.3;5.8;2.89;54.3;64.9;8.8;1
5833;900026584;Construcción;3.0;2.2;25;-8.3;5;69.4;27.3;2.88;55.7;57.4;4.2;1
5834;859668508;Servicios;1.6;0.4;15;18.0;7;55.5;7.0;5.69;49.4;64.9;6.8;0
5835;887007694;Servicios;7.5;6.4;21;15.8;4;63.6;6.7;1.89;40.7;48.0;7.4;0
5836;927499506;Manufactura;3.8;3.7;32;-15.4;2;50.2;17.4;2.68;61.3;51.5;32.5;1
5837;944977329;Transporte;18.2;16.6;17;3.4;8;75.9;6.9;4.32;51.8;43.5;9.6;0
5838;983741109;Servicios;7.6;3.1;10;14.5;5;67.0;23.5;4.5;82.7;85.0;8.4;0
5839;868029255;Servicios;15.9;5.3;7;15.7;6;89.3;15.6;2.61;24.6;40.5;0.7;0
5840;877907372;Servicios;13.3;5.5;14;-25.0;8;82.9;21.8;3.27;63.1;75.8;22.4;0
5841;980848003;Transporte;18.7;12.4;43;7.1;5;74.1;24.3;6.48;50.6;54.6;5.6;0
5842;967848220;Transporte;3.8;2.5;5;4.5;5;68.4;13.5;3.23;74.1;68.9;18.7;0
5843;808082491;Comercio;12.1;7.1;23;7.9;4;71.6;24.0;8.25;27.0;32.8;4.0;0
5844;807070116;Comercio;7.4;5.8;9;32.8;4;66.4;9.3;3.79;67.3;55.3;11.9;0
5845;854918119;Tecnología;8.3;7.4;5;-0.8;2;62.5;13.5;3.35;25.1;49.5;7.0;0
5846;945380444;Transporte;8.8;3.4;40;0.2;4;58.4;17.3;4.89;35.1;45.7;1.2;0
5847;911216687;Manufactura;16.3;5.5;41;-1.2;5;50.5;13.0;2.24;62.3;57.6;14.1;1
5848;984954414;Manufactura;6.9;4.5;98;0.5;9;80.7;16.3;2.73;75.7;74.0;12.5;0
5849;946325518;Comercio;20.5;20.1;28;6.1;7;68.9;8.7;2.14;61.4;53.0;12.7;0
5850;907411466;Servicios;7.0;6.6;44;5.2;6;80.7;12.4;3.4;57.2;63.2;41.9;0
5851;890691393;Comercio;8.4;3.6;25;3.6;6;70.1;17.3;4.58;81.9;83.3;1.8;0
5852;946945153;Transporte;50.0;46.2;16;12.3;9;91.8;7.3;2.94;79.9;79.4;8.8;0
5853;893333447;Servicios;4.8;3.1;5;10.1;2;65.0;4.4;3.32;32.7;34.5;44.8;0
5854;827803539;Manufactura;10.3;6.3;27;9.2;1;67.6;16.4;6.37;65.1;74.3;1.5;1
5855;939144658;Tecnología;19.6;16.5;48;6.1;4;62.4;6.6;3.1;78.2;51.5;7.1;0
5856;889395338;Servicios;1.6;0.5;63;22.7;6;76.0;8.7;1.87;51.6;46.1;3.6;0
5857;961559941;Servicios;35.8;9.6;27;2.0;4;62.7;16.5;4.38;85.0;67.2;22.3;1
5858;863729223;Comercio;3.6;2.9;48;14.1;7;68.7;14.4;2.39;76.6;66.3;3.5;0
5859;840854534;Construcción;3.7;2.8;27;7.3;4;42.8;8.0;1.41;72.3;77.2;2.2;1
5860;828179547;Servicios;3.1;0.7;132;-1.0;1;61.6;22.7;2.08;57.5;55.1;16.5;1
5861;808769398;Construcción;13.3;7.2;5;10.1;0;36.3;29.9;3.52;55.2;65.4;4.1;0
5862;807536200;Transporte;7.1;3.2;60;4.9;5;63.2;9.2;2.77;75.1;62.7;0.6;0
5863;907221172;Comercio;18.2;11.8;21;16.8;9;76.2;13.7;4.7;65.9;76.8;12.3;0
5864;869725025;Construcción;5.5;1.4;11;21.2;5;73.6;18.9;4.22;68.4;52.6;2.3;0
5865;907060621;Comercio;15.4;7.3;6;11.8;6;75.9;20.0;3.15;60.5;51.0;6.2;0
5866;987154717;Servicios;7.1;3.3;6;6.1;2;53.4;4.2;3.1;86.3;77.5;17.4;0
5867;845222072;Servicios;9.7;8.5;40;3.5;2;64.5;2.5;3.45;47.3;55.9;4.8;0
5868;839052524;Transporte;4.8;4.0;56;21.7;3;73.4;24.4;5.33;64.1;82.4;6.4;0
5869;973528113;Servicios;8.3;3.3;45;7.5;1;47.6;23.8;1.4;70.8;55.4;2.4;1
5870;825079522;Manufactura;10.4;7.7;7;-2.6;5;82.2;14.9;4.27;50.7;55.7;3.8;0
5871;841131524;Comercio;5.7;2.9;9;24.2;5;69.4;32.9;2.62;12.9;38.1;2.7;0
5872;987248836;Servicios;15.0;5.8;68;8.0;6;60.2;22.3;4.81;23.3;36.0;1.1;0
5873;802153006;Comercio;2.0;0.6;9;0.2;1;60.5;9.4;3.7;90.8;87.9;16.1;1
